Filename,WaterLevel,VA,RB,OB,PF,DE,FS,IS,RO,IN,AF,BE,FO,GR,PH,PB,OS,OP,OK,ND,Defect
00304846.png,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
00304992.png,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00305052.png,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00305077.png,20,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00305095.png,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00305523.png,5,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00305760.png,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00305804.png,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00305838.png,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00305890.png,10,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00305898.png,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00306330.png,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00306421.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00306484.png,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
00307116.png,10,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00307415.png,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00307478.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00307617.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00307630.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00307770.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00308080.png,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
00308257.png,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00308810.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00308825.png,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00309044.png,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00309064.png,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00309071.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00309141.png,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00309144.png,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00309151.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00309232.png,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00309252.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00309345.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00309382.png,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00309436.png,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00309445.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00309489.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00309686.png,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00309723.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00309758.png,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
00310197.png,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
00310274.png,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
00310359.png,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00310363.png,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
00310414.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
00310422.png,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00310472.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00310569.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00310672.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00310762.png,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00310783.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00310984.png,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
00311157.png,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00311515.png,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00311751.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00311867.png,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
00312018.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00312038.png,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00312168.png,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00312247.png,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00312631.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00312905.png,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00312921.png,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00313001.png,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00313035.png,10,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00313043.png,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
00313236.png,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00313251.png,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00313301.png,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00313362.png,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00313532.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00313622.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00313643.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00313942.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00314114.png,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00314187.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00314190.png,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
00314456.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00314494.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00314519.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00314638.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00314763.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00314976.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00315029.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00315137.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00315422.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00315546.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00315589.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00315628.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00315686.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00315821.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00315892.png,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00316035.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00316036.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00316044.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00316053.png,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
00316245.png,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00316395.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00316487.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00316494.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00316595.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00316663.png,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00316702.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00316794.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00316928.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00316979.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00317162.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00317167.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00317347.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00317468.png,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00317475.png,10,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
00317517.png,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00317691.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00317997.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00318017.png,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
00318277.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00318309.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00318693.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00318838.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00318850.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00319047.png,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00319127.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00319206.png,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00319208.png,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00319282.png,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00319435.png,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
00319589.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00319656.png,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00319700.png,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00319832.png,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00319955.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00320161.png,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00320213.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00320271.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00320499.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00320589.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00320881.png,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00320906.png,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00321039.png,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00321183.png,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00321254.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00321388.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00321398.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00321456.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00321519.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00321565.png,5,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
00321757.png,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
00321791.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00321911.png,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00321981.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00322057.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00322115.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00322329.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00322337.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00322578.png,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00322956.png,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
00323393.png,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
00323548.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00323588.png,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00323634.png,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
00323764.png,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
00323792.png,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
00323826.png,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00323860.png,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00324424.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00324476.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
00324732.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00324775.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00324938.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00324939.png,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
00325096.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00325118.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00325129.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
00325160.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00325258.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
00325474.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00325480.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00325759.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00325874.png,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
00325898.png,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
00325939.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00326374.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00326405.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00326593.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00326700.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00326714.png,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00326890.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00326977.png,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00326986.png,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00327043.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00327271.png,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00327501.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00327527.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00327840.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00327851.png,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00327856.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00328218.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00328530.png,10,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
00328557.png,10,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
00328565.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00328770.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00328832.png,10,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
00329111.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00329297.png,10,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
00329299.png,10,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
00329337.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00329355.png,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00329458.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00329460.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00329497.png,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00329996.png,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00330115.png,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00330142.png,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
00330193.png,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
00330359.png,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00330421.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00330545.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00330568.png,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00330611.png,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00330750.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00331074.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00331145.png,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00331266.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00331296.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00331318.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00331484.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00331521.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00331562.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00331661.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00331862.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00331949.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332258.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332384.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332427.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332454.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332544.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332570.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332846.png,5,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
00333007.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333096.png,5,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00333123.png,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00333367.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333401.png,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
00333514.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333698.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333717.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333783.png,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
00333996.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334036.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334101.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00334250.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334297.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334320.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334344.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334347.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00334434.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
00334459.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334496.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334554.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334630.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334677.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334754.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334830.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335127.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335485.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335508.png,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00335669.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335711.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335903.png,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00335982.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00336038.png,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
00336307.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00336515.png,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
00336687.png,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
00336756.png,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
00336889.png,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00336900.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00336991.png,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00337112.png,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00337141.png,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
00337584.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00337607.png,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
00337905.png,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00338331.png,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00338353.png,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00338528.png,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00338791.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00338901.png,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
00339194.png,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
00339445.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
